symbol,year_report,length_report,update_date,revenue,revenue_growth,net_profit,net_profit_growth,ebit_margin,roe,roic,roa,pe,pb,eps,current_ratio,cash_ratio,quick_ratio,interest_coverage,ae,fae,net_profit_margin,gross_margin,ev,issue_share,ps,pcf,bvps,ev_per_ebitda,at,fat,acp,dso,dpo,eps_ttm,charter_capital,rtq4,charter_capital_ratio,rtq10,dividend,ebitda,ebit,le,de,ccc,rtq17,Report_Type,Symbol,id,officer_name,officer_position,position_short_name,officer_own_percent,quantity,history,company_profile,icb_name3,icb_name2,icb_name4,financial_ratio_issue_share,share_holder,share_own_percent,date,description,link,name,sub_organ_code,ownership_percent,organ_name,type
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,3,Nguyễn Anh Tuấn,Thành viên Hội đồng Quản trị/Phó Tổng Giám đốc,TV HĐQT/Phó TGĐ,0.1100167,330050.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,4,Ngô Đình Khương,Kế toán trưởng/Thành viên Hội đồng Quản trị,Kế toán trưởng/TV HĐQT,0.1079833,323950.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,5,Đặng Vũ Quyền,Phó Tổng Giám đốc,Phó TGĐ,0.0240667,72200.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,6,Đinh Hữu Phương,Thành viên Ban kiểm soát,TV BKS,0.0185833,55750.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,7,Trần Ngọc Tân,Thành viên Ban kiểm soát,TV BKS,0.0178167,53450.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,8,Nguyễn Cao Ngọc,Phó Tổng Giám đốc,Phó TGĐ,0.0064833,19450.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,9,Lê Công Tinh,Thành viên Hội đồng Quản trị,TV HĐQT,0.0019167,5750.0,,,,,,,,,,,,,,,,
,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XLV,10,Trần Quang Hưng,Trưởng Ban kiểm soát,Trưởng BKS,0.0003917,1175.0,,,,,,,,,,,,,,,,
{0: 'XLV'},,,,,,,,,,,,,,,,,,,,,,,,{0: 3000000},,,,,,,,,,,{0: 30000000000},,,,,,,,,,,Overview,XLV,{0: '73991'},,,,,,{0: ' - Năm 1993: Chi nhánh Sông Đà 11-3 trực thuộc Công ty Cổ phần Sông Đà 11 – Tập đoàn Sông Đà được thành lập;  - Năm 2009: Chuyển đổi thành Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà trực thuộc Tổng Công ty Sông Đà;  - Năm 2014: Trở thành công ty đại chúng;  - Ngày 14/09/2017: Tăng vốn điều lệ lên 30 tỷ đồng;  - Ngày 22/05/2018: Giao dịch trên thị trường UPCOM;'},"{0: 'Công ty Cổ phần Xây lắp và Dịch vụ Sông Đà (XLV) có tiền thân là Chi nhánh Sông Đà 11-3 trực thuộc Công ty Cổ phần Sông Đà 11 được thành lập vào năm 1993. Công ty hoạt động trong lĩnh vực thi công xây lắp các công trình điện, nước, nhà cao tầng, khu đô thị, khu công nghiệp, các công trình đường dây và trạm biến áp đến 500kV. XLV chính thức hoạt động theo mô hình công ty cổ phần từ năm 2009. Từ năm 2010, Công ty tham gia cung cấp dịch vụ quản lý vận hành bất động sản. Công ty đã thi công một số công trình trọng điểm trong đó có trạm biến áp 220 kV Sóc Sơn – Hà Nội, trạm biến áp 220 kV Việt Trì – Phú Thọ, đường dây 500 kV Quảng Ninh – Thường Tín, dự án khách sạn quốc tế DAEWOO và khu công nghiệp Yên Phong  - Bắc Ninh. XLV được giao dịch trên thị trường UPCOM từ tháng 05/2018.'}",{0: 'Xây dựng và Vật liệu'},{0: 'Xây dựng và Vật liệu'},{0: 'Xây dựng'},{0: 3000000},,,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93259509,,,,,518250.0,,,,,,,TRẦN XUÂN CHÍNH,0.17275,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93259531,,,,,332325.0,,,,,,,Trần Xuân Minh,0.110775,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93243412,,,,,330050.0,,,,,,,Nguyễn Anh Tuấn,0.1100167,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93242809,,,,,323950.0,,,,,,,Ngô Đình Khương,0.1079833,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93241985,,,,,150600.0,,,,,,,Lưu Quang Hưng,0.0502,,,,,,,,
,,,2023-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93261605,,,,,128000.0,,,,,,,Vũ Hồng  Vân,0.043,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93261606,,,,,128800.0,,,,,,,Vũ Hồng Vân,0.0429333,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93234319,,,,,72200.0,,,,,,,Đặng Vũ Quyền,0.0240667,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93247693,,,,,57500.0,,,,,,,Nguyễn Thị Giang Giang,0.0191667,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93234885,,,,,55750.0,,,,,,,Đinh Hữu Phương,0.0185833,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93257904,,,,,53450.0,,,,,,,Trần Ngọc Tân,0.0178167,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93243607,,,,,19450.0,,,,,,,Nguyễn Cao Ngọc,0.0064833,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93259551,,,,,10150.0,,,,,,,Trần Xuân Trí,0.0033833,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93243157,,,,,5750.0,,,,,,,Ngô  Thúy Hạnh,0.0019167,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93239474,,,,,5750.0,,,,,,,Lê Công Tinh,0.0019167,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93253291,,,,,5000.0,,,,,,,Phạm Thị  Thoa,0.0016667,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93243863,,,,,3450.0,,,,,,,Nguyễn Đạt Tuấn,0.00115,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93234882,,,,,2000.0,,,,,,,Đinh Hữu Lâm,0.0005,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XLV,93258070,,,,,1175.0,,,,,,,Trần Quang Hưng,0.0003917,,,,,,,,
XHC,2025.0,3.0,1761576038677,129310506740.0,0.1285185860154679,207653048.0,1.0847028364711255,0.020532563485770886,0.1775649191,0.0283769102,0.103717995,6.082367092,1.0409686619,9.847677329096815,2.1305758755,0.2169317561,1.4301526803,-1.2076564493055681,1.5950170663025585,0.34098046694164114,0.0016400181577993717,0.12843716908012617,421730000000.0,21086500,0.8268722113,6.3166023454,19212.8742498281,15.0634093778,0.7629364136,3.5306958392,59.47236401344672,138.5095335935,48.7448174485,3288.1935104451,210965000000,0.0649670724,1.920376711155879,0.5950170663,0.05,35841735109.0,2599757430.0,0.4716311249,0.5950170663,246.72671505544673,2.6351976686,RatioSummary,XHC,,,,,,,,,,,,,,,,,,,,,,
,,,2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,1,Trần Minh Hoàng,Thành viên Ban đại diện Quỹ,TV Ban đại diện Quỹ,0.00766667,154100.0,,,,,,,,,,,,,,,,
,,,2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,8,Đào Đức Chính,Chủ tịch Hội đồng Quản trị,Chủ tịch HĐQT,0.00468546,98800.0,,,,,,,,,,,,,,,,
,,,2023-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,7,Đặng Thanh Thùy,Phó Tổng Giám đốc/Phụ trách Công bố thông tin,Phó TGĐ/Phụ trách CBTT,0.00055012,11600.0,,,,,,,,,,,,,,,,
,,,2022-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,4,Dương Thị Thu Liên,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,5,Đào Ngọc Thu,Trưởng Ban kiểm soát,Trưởng BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2022-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,6,Nguyễn Thị Linh Chi,Thành viên Ban kiểm soát,TV BKS,0.0,0.0,,,,,,,,,,,,,,,,
,,,2024-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,9,Nguyễn Đức Cường,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2024-11-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,10,Lê Duy Anh,Tổng Giám đốc/Thành viên Hội đồng Quản trị,TGĐ/TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2025-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,11,Đoàn Hương Sơn,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
,,,2020-08-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,2,Bùi Tiến Tuấn,Kế toán trưởng,Kế toán trưởng,0.0,0.0,,,,,,,,,,,,,,,,
,,,2022-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Officers,XHC,3,Lê Việt Bằng,Thành viên Hội đồng Quản trị,TV HĐQT,0.0,0.0,,,,,,,,,,,,,,,,
{0: 'XHC'},,,,,,,,,,,,,,,,,,,,,,,,{0: 21096500},,,,,,,,,,,{0: 210965000000},,,,,,,,,,,Overview,XHC,{0: '77046'},,,,,,"{0: ' - Ngày 19/03/1980: Xí nghiệp Xe đạp Xuân Hòa trực thuộc Sở Công nghiệp Hà Nội được thành lập theo Quyết định số 1031/QĐ-CN của UBND thành phố Hà Nội;  - Tháng 03/1981: Chuyển Xí nghiệp Xe đạp Xuân Hòa từ Sở Công nghiệp Hà Nội về Liên hiệp các xí nghiệp xe đạp xe máy Hà Nội;  - Tháng 04/1981: Xí nghiệp kéo ống thép Kim Anh trực thuộc Sở Công nghiệp Hà Nội sáp nhập vào Xí nghiệp Xe đạp Xuân Hòa;  - Tháng 03/1989: Xí nghiệp phân khoáng Hà Nội bị giải thể và giao cho Xí nghiệp Xe đạp Xuân Hòa quản lý;  - Năm 1996: Tham gia góp vốn với 2 công ty Nhật Bản để thành lập Công ty liên doanh TAKANICHI –VIETNAM (nay đổi thành Công ty TNHH TOYOTA BOSHOKU Hà Nội);  - Đầu năm 1998: Tiếp nhận cơ sở Cầu Diễn của Nhà máy thực phẩm xuất khẩu bị giải thể tại địa chỉ số 27 đường Đông Lạnh, Thị trấn Cầu Diễn, Từ Liêm, Hà Nội;  - Tháng 01/1999: Tiếp nhận Công ty Sản xuất Kinh doanh Ngoại tỉnh (HACO) có trụ sở tại số 7 Yên Thế, Quận Ba Đình, thành phố Hà Nội;  - Tháng 08/2004: Chuyển đổi thành Công ty TNHH Nhà nước MTV Xuân Hòa;  - Tháng 12/2012: Đổi tên thành Công ty TNHH MTV Nội thất Xuân Hòa;  - Ngày 26/06/2015: Bán đấu giá cổ phần lần đầu ra công chúng (IPO) tại Sở Giao dịch Chứng khoán Hà Nội (HNX) với khối lượng chào bán thành công 5.434.800 cổ phần và mức giá đấu thành công bình quân là 10.999 đồng/cổ phần;  - Ngày 16/09/2015: Tổ chức đại hội đồng cổ đông lần đầu chuyển Công ty TNHH MTV Nội thất Xuân Hòa thành Công ty Cổ phần Xuân Hòa Việt Nam;  - Ngày 02/11/2015: Chính thức hoạt động dưới hình thức công ty cổ phần với vốn điều lệ 201 tỷ đồng;  - Ngày 17/02/2016: Trở thành công ty đại chúng;  - Ngày 03/11/2016: Giao dịch trên thị trường UPCOM;  - Ngày 20/11/2017: Tăng vốn điều lệ lên 210.965.000.000 đồng;'}","{0: 'Công ty Cổ phần Xuân Hòa Việt Nam (XHC) có tiền thân là Xí nghiệp Xe đạp Xuân Hòa trực thuộc Sở Công nghiệp Hà Nội được thành lập vào năm 1980. Công ty hoạt động trong lĩnh vực sản xuất và kinh doanh thiết bị nội thất văn phòng, gia đình, trường học, nơi công cộng. Từ năm 2015, XHC chính thức hoạt động theo mô hình công ty cổ phần. Công ty có công suất 400.000  - 500.000 sản phẩm mộc/năm. XHC đã tham gia cung cấp các sản phẩm nội thất cho các công trình tiêu biểu như Trung tâm Hội nghị quốc gia, Tòa nhà Bộ Tài chính, Bảo tàng Hà Nội, Cung Văn hóa Hữu nghị Việt Xô, Bệnh viện An Sinh, Khách sạn Mường Thanh, Trường Phổ thông Liên cấp Olympia. XHC được giao dịch trên thị trường UPCOM từ cuối năm 2016.'}",{0: 'Hàng gia dụng'},{0: 'Hàng cá nhân & Gia dụng'},{0: 'Thiết bị gia dụng'},{0: 21086500},,,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93231256,,,,,5427000.0,,,,,,,Công Ty Cổ Phần Đầu Tư VAC Việt Nam,0.2573,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93233331,,,,,2400000.0,,,,,,,Công ty TNHH Quản lý Quỹ Bảo Việt,0.1137,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93244661,,,,,2390282.0,,,,,,,Nguyễn Hoàng Hải,0.1133,,,,,,,,
,,,2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93251444,,,,,1763043.0,,,,,,,Nguyễn Việt Anh,0.0836,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93258875,,,,,1715396.0,,,,,,,Trần Thị Thu Hà,0.0813,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93241191,,,,,1310011.0,,,,,,,Lê Tú Anh,0.0621,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93248505,,,,,1243023.0,,,,,,,Nguyễn Thi Minh Hiền,0.0589,,,,,,,,
,,,2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93248509,,,,,1169923.0,,,,,,,Nguyễn Thị Minh Hiền,0.0555,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93240558,,,,,989332.0,,,,,,,Lê Thị Hoa,0.04691779,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93238844,,,,,753300.0,,,,,,,Khúc Văn Quang,0.0357243,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93261871,,,,,750300.0,,,,,,,Vương Xuân Hùng,0.0356,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93243411,,,,,562636.0,,,,,,,Nguyễn Anh Tuấn,0.0266823,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93257762,,,,,154100.0,,,,,,,Trần Minh Hoàng,0.00766667,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93247600,,,,,104912.0,,,,,,,Nguyên Thị Dạ Liên,0.00497532,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93255667,,,,,100000.0,,,,,,,Tạ Lê Hải Anh,0.00474237,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93234368,,,,,98800.0,,,,,,,Đào Đức Chính,0.00468546,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93234025,,,,,11600.0,,,,,,,Đặng Thanh Thùy,0.00055012,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93249791,,,,,6000.0,,,,,,,Nguyễn Thu Hiền,0.0003,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93238164,,,,,4700.0,,,,,,,Hồ Thị Thu Hiền,0.00023,,,,,,,,
,,,2025-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shareholders,XHC,93234291,,,,,400.0,,,,,,,Đặng Văn Sửu,2e-05,,,,,,,,
